Unite;Semaine;Horaire;Idle;Typele;IdEns;IdProf;IdDiv;IdGrp;IdContle
U352;999;MEM1;031;Sport;ENS033;PRF008;DIV003;999;CS3308040
U354;999;VES1;034;Sport;ENS033;PRF008;DIV023;999;CS3308041
U355;999;MAM4;031;Sport;ENS033;PRF008;DIV023;999;CS3308041
U353;999;LUM2;033;Sport;ENS033;PRF008;DIV003;999;CS3308052
U356;999;JEM2;033;Sport;ENS033;PRF008;DIV023;999;CS3308053
U357;999;LUS3;036;Sport;ENS033;PRFa1b2;DIV013;999;CS331b042
U358;999;MAM4;032;Sport;ENS033;PRFa1b2;DIV013;999;CS331b042
U359;999;JES3;035;Sport;ENS033;PRFa1b2;DIV013;999;CS331b054
U361;999;VEM3;035;Sport;ENS034;PRF008;DIV004;999;CS3408043
U362;999;SAM2;032;Sport;ENS034;PRF008;DIV004;999;CS3408043
U364;999;JEM3;032;Sport;ENS034;PRF008;DIV024;999;CS3408044
U365;999;SAM1;032;Sport;ENS034;PRF008;DIV024;999;CS3408044
U360;999;MEM4;031;Sport;ENS034;PRF008;DIV004;999;CS3408055
U363;999;VEM2;035;Sport;ENS034;PRF008;DIV024;999;CS3408056
U367;999;SAM1;033;Sport;ENS034;PRFa1b2;DIV014;999;CS341b045
U368;999;VES3;035;Sport;ENS034;PRFa1b2;DIV014;999;CS341b045
U366;999;JES2;035;Sport;ENS034;PRFa1b2;DIV014;999;CS341b057
U0;999;VEM4;016;Arts Plastiques;ENS035;PRF020;DIV001;999;CS352001
U1;999;MAS3;030;Arts Plastiques;ENS035;PRF020;DIV011;999;CS352002
U2;999;SAM1;016;Arts Plastiques;ENS035;PRF020;DIV021;999;CS352003
U3;999;VES1;016;Arts Plastiques;ENS036;PRF020;DIV002;999;CS362004
U4;999;VES2;016;Arts Plastiques;ENS036;PRF020;DIV012;999;CS362005
U5;999;JEM1;016;Arts Plastiques;ENS036;PRF020;DIV022;999;CS362006
U6;999;SAM4;030;Arts Plastiques;ENS037;PRF020;DIV003;999;CS372007
U7;999;LUM1;716;Arts Plastiques;ENS037;PRF020;DIV013;999;CS372008
U8;999;SAM2;016;Arts Plastiques;ENS037;PRF020;DIV023;999;CS372009
U9;999;SAM3;716;Arts Plastiques;ENS038;PRF020;DIV004;999;CS3820010
U10;999;MEM1;030;Arts Plastiques;ENS038;PRF020;DIV014;999;CS3820011
U11;999;VEM3;716;Arts Plastiques;ENS038;PRF020;DIV024;999;CS3820012
U318;999;MEM3;316;Musique;ENS039;PRF012;DIV001;999;CS3912013
U319;999;VEM3;316;Musique;ENS039;PRF012;DIV011;999;CS3912014
U320;999;VES3;416;Musique;ENS039;PRF012;DIV021;999;CS3912015
U287;999;LUS3;095;Cours;ENS440;PRF003;999;GRP4401;CS4003c91
U288;999;JEM2;095;Cours;ENS440;PRF003;999;GRP4401;CS4003c91
U393;A;MAM1;020;TP;ENS024;PRF001;DIV004;GRP004PSV1;CS4010088
U394;A;MAM2;024;TP;ENS024;PRF001;DIV004;GRP004PSV2;CS4010089
U395;A;MEM4;021;TP;ENS024;PRF001;DIV014;GRP014PSV1;CS4010190
U396;A;VEM3;020;TP;ENS024;PRF001;DIV014;GRP014PSV2;CS4010191
U397;A;JEM1;020;TP;ENS024;PRF001;DIV024;GRP024PSV1;CS4010292
U398;B;JEM1;018;TP;ENS024;PRF001;DIV024;GRP024PSV2;CS4010293
U321;999;JEM4;416;Musique;ENS040;PRF012;DIV002;999;CS4012016
U322;999;MEM2;516;Musique;ENS040;PRF012;DIV012;999;CS4012017
U323;999;LUM3;416;Musique;ENS040;PRF012;DIV022;999;CS4012018
U289;999;JES1;097;Cours;ENS441;PRF003;999;GRP4411;CS4103c92
U290;999;MAM3;015;Cours;ENS441;PRF003;999;GRP4411;CS4103c92
U324;999;VES1;316;Musique;ENS041;PRF012;DIV003;999;CS4112019
U325;999;LUM4;516;Musique;ENS041;PRF012;DIV013;999;CS4112020
U326;999;SAM4;516;Musique;ENS041;PRF012;DIV023;999;CS4112021
U291;999;LUS2;008;Cours;ENS442;PRF003;999;GRP4421;CS4203c93
U292;999;JEM4;901;Cours;ENS442;PRF003;999;GRP4421;CS4203c93
U327;999;LUM2;416;Musique;ENS042;PRF012;DIV004;999;CS4212022
U328;999;LUM1;316;Musique;ENS042;PRF012;DIV014;999;CS4212023
U329;999;MEM1;416;Musique;ENS042;PRF012;DIV024;999;CS4212024
U293;999;LUM1;009;Cours;ENS043;PRF002;999;GRP0431;CS4302c94
U294;999;VEM1;009;Cours;ENS044;PRF002;999;GRP0441;CS4402c95
U295;999;LUS3;004;Cours;ENS045;PRF002;999;GRP0451;CS4502c96
U296;999;MEM2;009;Cours;ENS046;PRF014;999;GRP0461;CS4614c97
U297;999;MAS3;095;Cours;ENS047;PRF014;999;GRP0471;CS4714c98
U298;999;VEM1;005;Cours;ENS048;PRF014;999;GRP0481;CS4814c99
U299;999;SAM4;096;Cours;ENS049;PRF014;999;GRP0491;CS4914c100
U399;A;MEM2;018;TP;ENS025;PRF019;DIV002;GRP002PPh1;CS5190058
U400;A;VES2;023;TP;ENS025;PRF019;DIV002;GRP002PPh2;CS5190059
U401;A;MAM3;018;TP;ENS025;PRF019;DIV012;GRP012PPh1;CS5190160
U402;A;LUM2;018;TP;ENS025;PRF019;DIV012;GRP012PPh2;CS5190161
U403;A;MAS2;022;TP;ENS025;PRF019;DIV022;GRP022PPh1;CS5190262
U404;A;LUS1;023;TP;ENS025;PRF019;DIV022;GRP022PPh2;CS5190263
U405;A;SAM3;024;TP;ENS026;PRF019;DIV003;GRP003PPh1;CS6190064
U406;A;LUS3;018;TP;ENS026;PRF019;DIV003;GRP003PPh2;CS6190065
U407;A;MEM1;024;TP;ENS026;PRF019;DIV013;GRP013PPh1;CS6190166
U408;A;JEM4;019;TP;ENS026;PRF019;DIV013;GRP013PPh2;CS6190167
U409;A;VEM4;018;TP;ENS026;PRF019;DIV023;GRP023PPh1;CS6190268
U410;A;MAS3;019;TP;ENS026;PRF019;DIV023;GRP023PPh2;CS6190269
U411;B;LUM4;022;TP;ENS027;PRF019;DIV004;GRP004PPh1;CS7190070
U412;A;LUM4;022;TP;ENS027;PRF019;DIV004;GRP004PPh2;CS7190071
U413;B;JEM3;023;TP;ENS027;PRF019;DIV014;GRP014PPh1;CS7190172
U414;A;JEM3;018;TP;ENS027;PRF019;DIV014;GRP014PPh2;CS7190173
U415;A;MEM4;019;TP;ENS027;PRF019;DIV024;GRP024PPh1;CS7190274
U416;B;MEM4;024;TP;ENS027;PRF019;DIV024;GRP024PPh2;CS7190275
